rgn_id,stock,year,landings
11,MERLUZA DE COLA,2002,10488
11,MERLUZA DE TRES ALETAS,2002,0
11,MERLUZA DEL SUR O AUSTRAL,2002,4726
11,RAYA VOLANTIN,2002,122
11,CONGRIO DORADO,2002,0
11,MERLUZA COMUN,2002,0
11,MERLUZA DE COLA,2002,0
11,MERLUZA DE TRES ALETAS,2002,0
11,MERLUZA DEL SUR O AUSTRAL,2002,0
11,RAYA VOLANTIN,2002,0
12,BACALAO DE PROFUNDIDAD,2002,0
12,BACALAO DE PROFUNDIDAD,2002,80
12,BACALAO DE PROFUNDIDAD,2002,40
12,CONGRIO DORADO,2002,35
12,MERLUZA DEL SUR O AUSTRAL,2002,13
15,ANCHOVETA,2003,53282
15,BACALAO DE PROFUNDIDAD,2003,0
15,JUREL,2003,29185
1,ALBACORA O PEZ ESPADA,2003,0
1,ANCHOVETA,2003,183998
1,BACALAO DE PROFUNDIDAD,2003,0
1,CAMARON NAILON,2003,0
1,JUREL,2003,74591
1,LANGOSTINO COLORADO,2003,0
1,SARDINA COMUN,2003,0
2,ALBACORA O PEZ ESPADA,2003,0
2,ANCHOVETA,2003,0
2,BACALAO DE PROFUNDIDAD,2003,2
2,ANCHOVETA,2003,33205
2,JUREL,2003,15873
2,SARDINA COMUN,2003,0
2,CAMARON NAILON,2003,0
2,MERLUZA COMUN,2003,0
2,ANCHOVETA,2003,56335
2,JUREL,2003,22394
3,ALBACORA O PEZ ESPADA,2003,8
3,ANCHOVETA,2003,13912
3,BACALAO DE PROFUNDIDAD,2003,0
3,CAMARON NAILON,2003,216
3,JUREL,2003,0
3,LANGOSTINO AMARILLO,2003,1
3,LANGOSTINO COLORADO,2003,146
3,MERLUZA COMUN,2003,6
3,CAMARON NAILON,2003,0
3,LANGOSTINO COLORADO,2003,0
3,MERLUZA COMUN,2003,0
3,ANCHOVETA,2003,0
3,BACALAO DE PROFUNDIDAD,2003,0
3,CAMARON NAILON,2003,125
3,JUREL,2003,0
3,LANGOSTINO AMARILLO,2003,96
3,LANGOSTINO COLORADO,2003,0
3,MERLUZA COMUN,2003,2
4,ALBACORA O PEZ ESPADA,2003,10
4,ANCHOVETA,2003,13774
4,BACALAO DE PROFUNDIDAD,2003,0
4,CAMARON NAILON,2003,762
4,CONGRIO DORADO,2003,0
4,JUREL,2003,6106
4,LANGOSTINO AMARILLO,2003,1261
4,LANGOSTINO COLORADO,2003,701
4,MERLUZA COMUN,2003,42
4,SARDINA COMUN,2003,0
4,ANCHOVETA,2003,0
4,CAMARON NAILON,2003,0
4,LANGOSTINO AMARILLO,2003,0
4,LANGOSTINO COLORADO,2003,0
4,MERLUZA COMUN,2003,0
5,CAMARON NAILON,2003,1009
5,CONGRIO DORADO,2003,2
5,LANGOSTINO AMARILLO,2003,172
5,LANGOSTINO COLORADO,2003,0
5,MERLUZA COMUN,2003,31
5,RAYA VOLANTIN,2003,539
5,ALBACORA O PEZ ESPADA,2003,18
5,ANCHOVETA,2003,1298
5,BACALAO DE PROFUNDIDAD,2003,0
5,CAMARON NAILON,2003,154
5,CONGRIO DORADO,2003,0
5,JUREL,2003,0
5,LANGOSTINO AMARILLO,2003,0
5,LANGOSTINO COLORADO,2003,0
5,MERLUZA COMUN,2003,12735
5,MERLUZA DE COLA,2003,0
5,MERLUZA DEL SUR O AUSTRAL,2003,0
5,RAYA VOLANTIN,2003,8
5,SARDINA COMUN,2003,21
5,ALBACORA O PEZ ESPADA,2003,57
5,ANCHOVETA,2003,0
5,BACALAO DE PROFUNDIDAD,2003,1
5,CAMARON NAILON,2003,318
5,CONGRIO DORADO,2003,2
5,LANGOSTINO AMARILLO,2003,0
5,LANGOSTINO COLORADO,2003,0
5,MERLUZA COMUN,2003,2272
5,MERLUZA DE COLA,2003,0
5,RAYA VOLANTIN,2003,143
7,ALBACORA O PEZ ESPADA,2003,0
7,BACALAO DE PROFUNDIDAD,2003,0
7,CONGRIO DORADO,2003,0
7,MERLUZA COMUN,2003,0
7,RAYA VOLANTIN,2003,0
8,ANCHOVETA,2003,13365
8,JUREL,2003,248310
8,MERLUZA COMUN,2003,15
8,MERLUZA DE COLA,2003,12727
8,MERLUZA DE TRES ALETAS,2003,0
8,MERLUZA DEL SUR O AUSTRAL,2003,3
8,SARDINA COMUN,2003,6863
8,MERLUZA COMUN,2003,0
8,MERLUZA DE COLA,2003,0
8,ANCHOVETA,2003,0
8,JUREL,2003,0
8,MERLUZA DE COLA,2003,0
8,SARDINA COMUN,2003,0
8,ALBACORA O PEZ ESPADA,2003,0
8,ANCHOVETA,2003,49559
8,BACALAO DE PROFUNDIDAD,2003,0
8,CAMARON NAILON,2003,0
8,CONGRIO DORADO,2003,6
8,JUREL,2003,391426
8,LANGOSTINO COLORADO,2003,0
8,MERLUZA COMUN,2003,29971
8,MERLUZA DE COLA,2003,9078
8,MERLUZA DEL SUR O AUSTRAL,2003,69
8,RAYA VOLANTIN,2003,0
8,SARDINA COMUN,2003,19570
8,ALBACORA O PEZ ESPADA,2003,0
8,ANCHOVETA,2003,16316
8,BACALAO DE PROFUNDIDAD,2003,2
8,CAMARON NAILON,2003,0
8,CONGRIO DORADO,2003,83
8,JUREL,2003,103152
8,LANGOSTINO AMARILLO,2003,0
8,LANGOSTINO COLORADO,2003,0
8,MERLUZA COMUN,2003,44398
8,MERLUZA DE COLA,2003,26096
8,MERLUZA DE TRES ALETAS,2003,0
8,MERLUZA DEL SUR O AUSTRAL,2003,441
8,RAYA VOLANTIN,2003,353
8,SARDINA COMUN,2003,8789
